	Open	High	Low	Close	Volume
1986-03-13	0.05578312153734438	0.06398659576304243	0.05578312153734438	0.0612516850233078	1031788800
1986-03-14	0.06125171907384133	0.0645334879865453	0.06125171907384133	0.06343914568424225	308160000
1986-03-15	0.06125171907384133	0.0645334879865453	0.06125171907384133	0.06343914568424225	308160000
1986-03-16	0.06125171907384133	0.0645334879865453	0.06125171907384133	0.06343914568424225	308160000
1986-03-17	0.06343913735314838	0.06508033609252255	0.06343913735314838	0.06453347951173782	133171200
1986-03-18	0.06453346396175857	0.0650803204107728	0.06234540916883321	0.06289226561784744	67766400
1986-03-19	0.06289229716275677	0.0634391538860581	0.061251726992852765	0.0617985837161541	47894400
1986-03-20	0.0617985844878763	0.0617985844878763	0.059611157567355036	0.06015801429748535	58435200
1986-03-21	0.0601579844529956	0.06125169737066318	0.057423702158826626	0.05851741507649422	59990400
1986-03-22	0.0601579844529956	0.06125169737066318	0.057423702158826626	0.05851741507649422	59990400
1986-03-23	0.0601579844529956	0.06125169737066318	0.057423702158826626	0.05851741507649422	59990400
1986-03-24	0.058517430364084425	0.058517430364084425	0.056330003957287406	0.056876860558986664	65289600
1986-03-25	0.05687684812287315	0.0579705610871315	0.056329991640743975	0.0579705610871315	32083200
1986-03-26	0.05797059366506836	0.06015802082286113	0.05742373687562017	0.05961116403341293	22752000
1986-03-27	0.05961113658510695	0.060704849660396576	0.05961113658510695	0.060704849660396576	16848000
1986-03-28	0.05961113658510695	0.060704849660396576	0.05961113658510695	0.060704849660396576	16848000
1986-03-29	0.05961113658510695	0.060704849660396576	0.05961113658510695	0.060704849660396576	16848000
1986-03-30	0.05961113658510695	0.060704849660396576	0.05961113658510695	0.060704849660396576	16848000
1986-03-31	0.06070487102761567	0.06070487102761567	0.05906430083722472	0.06015801429748535	12873600
1986-04-01	0.06015802082286113	0.06015802082286113	0.05961116403341294	0.05961116403341293	11088000
1986-04-02	0.059611157567355036	0.06125172775774598	0.059611157567355036	0.06015801429748535	27014400
1986-04-03	0.060704849660396576	0.06234541927333102	0.060704849660396576	0.060704849660396576	23040000
1986-04-04	0.060704849660396576	0.06125170619804139	0.060704849660396576	0.060704849660396576	26582400
1986-04-05	0.060704849660396576	0.06125170619804139	0.060704849660396576	0.060704849660396576	26582400
1986-04-06	0.060704849660396576	0.06125170619804139	0.060704849660396576	0.060704849660396576	26582400
1986-04-07	0.06070487761230932	0.06125173440175751	0.058517450454516555	0.05961116403341293	16560000
1986-04-08	0.059611157567355036	0.06125172775774598	0.059611157567355036	0.06015801429748535	10252800
1986-04-09	0.06015797232611512	0.061798541371904145	0.06015797232611512	0.0612516850233078	12153600
1986-04-10	0.061251726992852765	0.06234544043945543	0.060158013546250104	0.0617985837161541	13881600
1986-04-11	0.06234540916883321	0.06398660751274433	0.06234540916883321	0.06289226561784744	17222400
1986-04-12	0.06234540916883321	0.06398660751274433	0.06234540916883321	0.06289226561784744	17222400
1986-04-13	0.06234540916883321	0.06398660751274433	0.06234540916883321	0.06289226561784744	17222400
1986-04-14	0.06289228903164203	0.06398663133394507	0.06289228903164203	0.06343914568424225	12153600
1986-04-15	0.06343914568424225	0.06343914568424225	0.06125171907384133	0.06343914568424225	9302400
1986-04-16	0.06343913234310392	0.06617404402806051	0.06289227580550664	0.06562718749046326	31910400
1986-04-17	0.06562721821383052	0.06617407500743866	0.06562721821383052	0.06617407500743866	22003200
1986-04-18	0.06617404808146167	0.06617404808146167	0.06343913622898176	0.06398662179708481	21628800
1986-04-19	0.06617404808146167	0.06617404808146167	0.06343913622898176	0.06398662179708481	21628800
1986-04-20	0.06617404808146167	0.06617404808146167	0.06343913622898176	0.06398662179708481	21628800
1986-04-21	0.06398662179708481	0.06453347836817902	0.06234542308679333	0.06398662179708481	22924800
1986-04-22	0.06398660751274433	0.06398660751274433	0.06289226561784744	0.06289226561784744	15552000
1986-04-23	0.06289228342142969	0.06343914002524839	0.06234542681761099	0.06316570937633514	15609600
1986-04-24	0.06316568211699077	0.07054887442635428	0.06289225628008308	0.06945516169071198	62352000
1986-04-25	0.07000204648234032	0.07683838519972687	0.07000204648234032	0.07383067160844803	85795200
1986-04-26	0.07000204648234032	0.07683838519972687	0.07000204648234032	0.07383067160844803	85795200
1986-04-27	0.07000204648234032	0.07683838519972687	0.07000204648234032	0.07383067160844803	85795200
1986-04-28	0.07383066532916231	0.07492437841587857	0.07328317978882726	0.07437752187252045	28886400
1986-04-29	0.07437748190692763	0.07437748190692763	0.07164257166272191	0.07218942791223526	30326400
1986-04-30	0.0721894615337991	0.07273631803800573	0.06890832250855929	0.0705488920211792	30902400
1986-05-01	0.07054887442635428	0.07054887442635428	0.06836144895506965	0.06945516169071198	54345600
1986-05-02	0.06945516169071198	0.07054887442635428	0.06890830532289081	0.06945516169071198	20246400
1986-05-03	0.06945516169071198	0.07054887442635428	0.06890830532289081	0.06945516169071198	20246400
1986-05-04	0.06945516169071198	0.07054887442635428	0.06890830532289081	0.06945516169071198	20246400
1986-05-05	0.0694551903720253	0.0694551903720253	0.06890833377838135	0.06890833377838135	3254400
1986-05-06	0.06945516169071198	0.07054887442635428	0.06945516169071198	0.06945516169071198	9734400
1986-05-07	0.06945516169071198	0.07000201805853312	0.06836144895506965	0.06945516169071198	5155200
1986-05-08	0.06945515563464577	0.0700020119547844	0.06890829931450716	0.0700020119547844	3542400
1986-05-09	0.07000201805853312	0.07000201805853312	0.06945516169071198	0.06945516169071198	6076800
1986-05-10	0.07000201805853312	0.07000201805853312	0.06945516169071198	0.06945516169071198	6076800
1986-05-11	0.07000201805853312	0.07000201805853312	0.06945516169071198	0.06945516169071198	6076800
1986-05-12	0.06945515563464577	0.07164258091520025	0.06945515563464577	0.0700020119547844	10483200
1986-05-13	0.07000203551697257	0.07109574852538583	0.07000203551697257	0.0705488920211792	3830400
1986-05-14	0.07054886827492302	0.07054886827492302	0.0700020119547844	0.0700020119547844	9302400
1986-05-15	0.0700020119547844	0.07109572459506162	0.0700020119547844	0.0700020119547844	3801600
1986-05-16	0.07000203551697257	0.0721894615337991	0.07000203551697257	0.0705488920211792	11952000
1986-05-17	0.07000203551697257	0.0721894615337991	0.07000203551697257	0.0705488920211792	11952000
1986-05-18	0.07000203551697257	0.0721894615337991	0.07000203551697257	0.0705488920211792	11952000
1986-05-19	0.07054887442635428	0.07054887442635428	0.06890830532289081	0.06945516169071198	11001600
1986-05-20	0.0694551903720253	0.0694551903720253	0.0683614771847374	0.06890833377838135	61977600
1986-05-21	0.06890833150020398	0.06945518807576832	0.06781461834907532	0.06781461834907532	8092800
1986-05-22	0.06781461834907532	0.06836147492463965	0.06781461834907532	0.06781461834907532	4406400
1986-05-23	0.06781461834907532	0.06890833150020398	0.06781461834907532	0.06781461834907532	4089600
1986-05-24	0.06781461834907532	0.06890833150020398	0.06781461834907532	0.06781461834907532	4089600
1986-05-25	0.06781461834907532	0.06890833150020398	0.06781461834907532	0.06781461834907532	4089600
1986-05-26	0.06781461834907532	0.06890833150020398	0.06781461834907532	0.06781461834907532	4089600
1986-05-27	0.06781458667422992	0.0700020119547844	0.06781458667422992	0.0700020119547844	13881600
1986-05-28	0.07000200291418185	0.07218942791223526	0.07000200291418185	0.07218942791223526	15523200
1986-05-29	0.07218947284181305	0.07492438478818439	0.07164261625194487	0.07383067160844803	45676800
1986-05-30	0.07437751918612567	0.07765865832776503	0.07437751918612567	0.07656494528055191	27072000
1986-05-31	0.07437751918612567	0.07765865832776503	0.07437751918612567	0.07656494528055191	27072000
1986-06-01	0.07437751918612567	0.07765865832776503	0.07437751918612567	0.07656494528055191	27072000
1986-06-02	0.07656494804595294	0.07656494804595294	0.07437752187252045	0.07437752187252045	19728000
1986-06-03	0.07437752187252045	0.07437752187252045	0.07328317978882726	0.07437752187252045	5011200
1986-06-04	0.07437752819831621	0.07492438478818439	0.07328318602154942	0.07383067160844803	4723200
1986-06-05	0.07383066648335916	0.07492437958717346	0.07328318093446524	0.07492437958717346	13708800
1986-06-06	0.07492437958717346	0.07492437958717346	0.07383066648335916	0.07492437958717346	3427200
1986-06-07	0.07492437958717346	0.07492437958717346	0.07383066648335916	0.07492437958717346	3427200
1986-06-08	0.07492437958717346	0.07492437958717346	0.07383066648335916	0.07492437958717346	3427200
1986-06-09	0.07492434441605995	0.07492434441605995	0.07164257764816284	0.07164257764816284	12672000
1986-06-10	0.07164257764816284	0.07164257764816284	0.07054886505776098	0.07164257764816284	3427200
1986-06-11	0.07164257764816284	0.07164257764816284	0.07054886505776098	0.07164257764816284	2304000
1986-06-12	0.0716426167466011	0.0716426167466011	0.0683614771847374	0.06890833377838135	13708800
1986-06-13	0.06890833377838135	0.0694551903720253	0.0683614771847374	0.06890833377838135	7891200
1986-06-14	0.06890833377838135	0.0694551903720253	0.0683614771847374	0.06890833377838135	7891200
1986-06-15	0.06890833377838135	0.0694551903720253	0.0683614771847374	0.06890833377838135	7891200
1986-06-16	0.06890834015858618	0.06945519680286345	0.06781462687003166	0.06836148351430893	9590400
1986-06-17	0.06890830532289081	0.07054887442635428	0.06890830532289081	0.06945516169071198	13075200
1986-06-18	0.0694551903720253	0.0694551903720253	0.06781462059109344	0.06890833377838135	4348800
1986-06-19	0.06890834015858618	0.06945519680286345	0.06781462687003166	0.06836148351430893	8467200
1986-06-20	0.06836146686791339	0.06890832337902807	0.06836146686791339	0.06863489747047424	3801600
1986-06-21	0.06836146686791339	0.06890832337902807	0.06836146686791339	0.06863489747047424	3801600
1986-06-22	0.06836146686791339	0.06890832337902807	0.06836146686791339	0.06863489747047424	3801600
1986-06-23	0.06863487948598312	0.06945516169071198	0.06726773621942735	0.06945516169071198	46195200
1986-06-24	0.0694551903720253	0.07000204696566925	0.0683614771847374	0.06890833377838135	14572800
1986-06-25	0.06890833150020398	0.06945518807576832	0.06781461834907532	0.06781461834907532	15235200
1986-06-26	0.0678146136408523	0.06836147017844955	0.06562718749046326	0.06562718749046326	19152000
1986-06-27	0.06562717879033067	0.06617403525543168	0.06453346586012863	0.06508032232522964	10396800
1986-06-28	0.06562717879033067	0.06617403525543168	0.06453346586012863	0.06508032232522964	10396800
1986-06-29	0.06562717879033067	0.06617403525543168	0.06453346586012863	0.06508032232522964	10396800
1986-06-30	0.06508031274430262	0.06890830743646392	0.06453345635970814	0.06726773828268051	62352000
1986-07-01	0.06726773828268051	0.06726773828268051	0.06672088189808603	0.06726773828268051	47577600
1986-07-02	0.06726773828268051	0.06726773828268051	0.06672088189808603	0.06726773828268051	52617600
1986-07-03	0.06781462687003166	0.06890834015858618	0.06781462687003166	0.06836148351430893	14140800
1986-07-04	0.06781462687003166	0.06890834015858618	0.06781462687003166	0.06836148351430893	14140800
1986-07-05	0.06781462687003166	0.06890834015858618	0.06781462687003166	0.06836148351430893	14140800
1986-07-06	0.06781462687003166	0.06890834015858618	0.06781462687003166	0.06836148351430893	14140800
1986-07-07	0.06836147017844955	0.06836147017844955	0.06562718749046326	0.06562718749046326	14054400
1986-07-08	0.06562719151036746	0.06562719151036746	0.06343913622898176	0.06398662179708481	14256000
1986-07-09	0.06398659576304243	0.06398659576304243	0.06070482867471146	0.0612516850233078	46137600
1986-07-10	0.06125173440175751	0.061798591191205704	0.05687688008617198	0.05961116403341293	46886400
1986-07-11	0.05961111597751878	0.06234539772050049	0.05961111597751878	0.0612516850233078	17395200
1986-07-12	0.05961111597751878	0.06234539772050049	0.05961111597751878	0.0612516850233078	17395200
1986-07-13	0.05961111597751878	0.06234539772050049	0.05961111597751878	0.0612516850233078	17395200
1986-07-14	0.05961113464501295	0.061798560724400604	0.05961113464501295	0.06043141707777977	28598400
1986-07-15	0.06043139815341048	0.06234539772050049	0.05961111597751878	0.0612516850233078	13190400
